jday,mjd,filter,instrument,system,obsmag,obsmagerr,mag,magerr,limmag,fnu,fnuerr,amag,amagerr,snr,source
2458222.101312,58221.601312,o,ATLAS,ATLAS,-20.604,0.696,,0.0,19.34991229437132,-2.1590086234559448e-28,1.4393390823039632e-28,,0.0,-1.5,forced
2458222.8647222,58222.3647,r,P48+ZTF,PS1,,0.0,,0.0,20.43478345255243,-7.589673944308626e-30,3.233771473737067e-29,,0.0,-0.2610769883534,forced
2458222.8840162004,58222.384000000005,r,P48+ZTF,PS1,26.070986971458407,27.71511401525891,26.037470424010834,27.715114015258923,20.316683452552432,1.3964063993361776e-30,3.5645456419002726e-29,-11.202529575989168,27.715114015258923,0.0435775140437414,forced
2458222.8849537005,58222.3849,r,P48+ZTF,PS1,22.734763797115196,1.2091873674985796,22.701247249667624,1.2091873674985796,20.387783452552426,3.0164845143594704e-29,3.3594670169731653e-29,-14.538752750332376,1.2091873674985796,0.998816066630188,forced
2458222.9085532003,58222.4085,r,P48+ZTF,PS1,23.31332564977001,2.6403464070324945,23.27980910232244,2.6403464070324945,20.09468345255243,1.7704202120046636e-29,4.3053944643446493e-29,-13.960190897677565,2.6403464070324945,0.457423225606692,forced
2458222.9095023,58222.4095,r,P48+ZTF,PS1,,0.0,,0.0,20.26438345255243,-4.7267446722728634e-29,3.8333422985297376e-29,,0.0,-1.37163747814944,forced
2458222.9298264,58222.4298,r,P48+ZTF,PS1,,0.0,,0.0,20.341083452552432,-4.2497491968032095e-30,3.691415417846936e-29,,0.0,-0.128063444793544,forced
2458222.954537,58222.4545,r,P48+ZTF,PS1,24.05839518604441,4.080343164581461,24.02487863859685,4.080343164581462,20.51048345255243,8.913505659340447e-30,3.3498157038661315e-29,-13.215121361403156,4.080343164581462,0.295993675411301,forced
2458222.9840741,58222.484000000004,r,P48+ZTF,PS1,,0.0,,0.0,20.330483452552432,-1.2331804938410175e-29,3.547384510625228e-29,,0.0,-0.386699118657654,forced
2458223.0066898,58222.5066,r,P48+ZTF,PS1,23.446495898032193,2.3874664032562003,23.41297935058462,2.3874664032562007,20.383683452552432,1.566059504997895e-29,3.4436674740117303e-29,-13.827020649415381,2.3874664032562007,0.505873409810759,forced
2458224.909375,58224.4093,r,P48+ZTF,PS1,,0.0,,0.0,16.228583452552428,-7.383072762180341e-28,1.6923510189353284e-27,,0.0,-0.485290178978867,forced
2458224.9301736,58224.4301,r,P48+ZTF,PS1,21.147494170499975,0.3526859543662124,21.113977623052406,0.3526859543662125,20.19618345255243,1.3013944514801126e-28,4.2273946665470667e-29,-16.126022376947596,0.3526859543662125,3.42445100314308,forced
2458224.9498264,58224.4498,r,P48+ZTF,PS1,20.994870284620784,0.4174575792311563,20.961353737173205,0.4174575792311565,19.86728345255243,1.497816136664983e-28,5.7589927995891e-29,-16.27864626282679,0.4174575792311565,2.89312215255068,forced
2458226.8405324,58226.3405,r,P48+ZTF,PS1,18.85894893367724,0.03493164909991539,18.82543238622967,0.03493164909991539,20.57788345255243,1.071092665739229e-27,3.4460519036878473e-29,-18.414567613770327,0.03493164909991539,34.5748283102606,forced
2458226.8586227,58226.3586,r,P48+ZTF,PS1,18.75709639259472,0.030883612354323364,18.72357984514715,0.030883612354323367,20.645483452552433,1.1764353393155624e-27,3.3463536372946633e-29,-18.51642015485285,0.030883612354323367,39.106687273737,forced
2458226.8789468,58226.3789,r,P48+ZTF,PS1,18.791376801077426,0.03582799252940297,18.75786025362985,0.03582799252940297,20.559883452552427,1.1398715087663866e-27,3.761439263201065e-29,-18.482139746370148,0.03582799252940297,33.7098364981704,forced
2458226.914456,58226.4144,r,P48+ZTF,PS1,18.755893697473095,0.03269295906583336,18.72237715002552,0.032692959065833374,20.57938345255243,1.17773922600703e-27,3.5463292222673575e-29,-18.51762284997448,0.032692959065833374,36.9423816238783,forced
2458226.9153935,58226.4153,r,P48+ZTF,PS1,18.80522111508444,0.0357490151630608,18.771704567636867,0.0357490151630608,20.488783452552433,1.1254291842583843e-27,3.705594857819711e-29,-18.468295432363135,0.0357490151630608,33.784308874382894,forced
2458226.9197685,58226.4197,r,P48+ZTF,PS1,18.77441100117365,0.03640538953649939,18.740894453726078,0.0364053895364994,20.504283452552432,1.157823122611197e-27,3.882250735335544e-29,-18.499105546273924,0.0364053895364994,33.1751915197328,forced
2458226.9612384,58226.4612,r,P48+ZTF,PS1,18.694962776133913,0.03334441589421303,18.661446228686344,0.03334441589421304,20.543583452552433,1.2457230732831213e-27,3.825782732724018e-29,-18.578553771313654,0.03334441589421304,36.2206305864081,forced
2458226.9621875,58226.4621,r,P48+ZTF,PS1,18.714683033769894,0.035045538112325164,18.68116648632233,0.035045538112325164,20.53198345255243,1.2233012104632273e-27,3.948587972498625e-29,-18.558833513677676,0.035045538112325164,34.4624689840071,forced
2458227.8326505,58227.3326,g,P48+ZTF,PS1,18.19628067847685,0.0199425406447968,18.15158671091321,0.0199425406447968,20.78380603243636,1.9923485388115076e-27,3.6594977251128185e-29,-19.08841328908679,0.0199425406447968,60.561780554222295,forced
2458227.8354745,58227.3354,g,P48+ZTF,PS1,18.205685200325846,0.020222370061489556,18.160991232762203,0.02022237006148956,20.801306032436358,1.975165571309071e-27,3.678842884734005e-29,-19.079008767237802,0.02022237006148956,59.723749815252106,forced
2458227.8586343,58227.3586,g,P48+ZTF,PS1,18.19808071386701,0.020893924956882692,18.15338674630337,0.020893924956882685,20.73620603243636,1.9890481729811306e-27,3.8277274976890464e-29,-19.086613253696637,0.020893924956882685,57.804159472966795,forced
2458227.8952894,58227.3952,i,P48+ZTF,PS1,18.75680255238912,0.061378758879344075,18.731220091703072,0.06137875887934409,19.71341753931395,1.1681859089207116e-27,6.603979946110837e-29,-18.50877990829693,0.06137875887934409,19.6770966418204,forced
2458227.8989005,58227.3989,r,P48+ZTF,PS1,18.384885282007453,0.03045384341217195,18.351368734559887,0.030453843412171944,20.336083452552426,1.6574960655360262e-27,4.649115081077183e-29,-18.888631265440115,0.030453843412171944,39.6585663713344,forced
2458228.079226,58227.579226,c,ATLAS,ATLAS,18.67,0.368,18.630163414426054,0.368,17.450163414426054,1.2863416134476604e-27,4.7719124369832555e-28,-18.609836585573944,0.368,2.6956521739130435,forced
2458228.0886939997,58227.58869400001,c,ATLAS,ATLAS,18.162,0.085,18.12216341442605,0.08499999999999999,19.240163414426053,2.0436233697515244e-27,1.7635328571459856e-28,-19.11783658557395,0.08499999999999999,11.588235294117649,forced
2458228.091323,58227.591323,c,ATLAS,ATLAS,18.209,0.12,18.169163414426052,0.12000000000000002,19.100163414426056,1.9606335882387725e-27,2.3859562184916278e-28,-19.07083658557395,0.12000000000000002,8.217391304347826,forced
2458228.108018,58227.60801799999,c,ATLAS,ATLAS,18.047,0.303,18.007163414426056,0.303,18.420163414426057,2.271845268911593e-27,6.846656974802063e-28,-19.232836585573946,0.303,3.3181818181818183,forced
2458228.9642593,58228.4642,g,P48+ZTF,PS1,17.88967362388222,0.01757889539883993,17.84497965631858,0.017578895398839927,20.476706032436358,2.6424582691880226e-27,4.278341028537765e-29,-19.395020343681427,0.017578895398839927,68.7048726795171,forced
2458229.8384259,58229.3384,g,P48+ZTF,PS1,17.730350302723966,0.015067930534987754,17.685656335160328,0.015067930534987754,20.472006032436358,3.060113014644467e-27,4.246848371805623e-29,-19.554343664839674,0.015067930534987754,80.15405748118059,forced
2458229.839375,58229.3393,g,P48+ZTF,PS1,17.72562699201281,0.014308080030360819,17.68093302444917,0.014308080030360819,20.45310603243636,3.0734545148138637e-27,4.050268654108937e-29,-19.559066975550827,0.014308080030360819,84.41075026565859,forced
2458229.8950694,58229.395,r,P48+ZTF,PS1,17.908764769874423,0.01874200357823717,17.875248222426855,0.01874200357823717,20.37588345255243,2.569808202702607e-27,4.436008886814719e-29,-19.36475177757315,0.01874200357823717,64.4411236601333,forced
